Event Type,Title,Description,Date,Time,Event URL
Thriller/Gyser Obsession,Obsession,"I gyserfilmen 'Obsession' er teenageren Bear håbløst forelsket i sin barndomsven Nikki. I et desperat forsøg på at vinde hendes kærlighed får han fat i de mystiske ""One Wish Willow"" og ønsker, at Nikki vil elske ham højere end nogen anden i verden.",Ons. 27. maj 2026,21.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19981608
Gastronomi Seafood Festival på Gustav Lind ved Trapholt,Seafood Festival på Gustav Lind ved Trapholt,Seafood Festival hos Gustav Lind er en gastronomisk aften dedikeret til havet og dets bedste råvarer.,Ons. 27. til lør. 30. maj 2026 18:00 - 21:00,18:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19996970
Foredrag Arkæologisk foredrag: Udgravningerne omkring Klostergade og Munkegade i Kolding,Arkæologisk foredrag: Udgravningerne omkring Klostergade og Munkegade i Kolding,"Peter Kahr Jørgensen, arkæolog ved Museum Sønderjylland, vil præsentere de foreløbige resultater af de arkæologiske fund gjort i Klostergade og Munkegade i Kolding de senere år,.",Tor. 28. maj 2026 19:00 - 20:30,19:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19886532
Gastronomi Vinsmagning - Glasset & Gaflen,Vinsmagning - Glasset & Gaflen,"Denne torsdag byder på vores populære smagning Glasset & Gaflen, hvor du skal nyde 5 glas og 5 serveringer. Denne gang med Italiensk tema, da vi har besøg af Morten fra ""Made By Mama"", der pt. er aktuel i Masterchef.",Tor. 28. maj 2026 19:00-21.30,19:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19935272
Andet motionstilbud Motionsgymnastik,Motionsgymnastik,"Har du lyst til at få rørt hele kroppen og få sved på panden, så er disse timer noget for dig. En gymnastiktime med højt humør og dejlig inspirerende musik. Men pas på, - du bliver hurtig afhængig !!!",Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908346
Fitness/styrketræning Styrke/ryg træning,Styrke/ryg træning,"Her styrkes alle kroppens muskler, så ryggen kan klare hverdagen. Husk måtte.",Tor. 28. maj 2026,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19907546
Andet motionstilbud Krolfspil for senior,Krolfspil for senior,"Krolf er et rigtig hyggelig spil, hvor alle kan deltage. Det er en blanding af golf og kroket. Praktisk påklædning efter vejret, gerne kraftige sko eller i regnvejr gummistøvler.",Tor. 28. maj 2026,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908299
Vandretur/stavgang Stavgang,Stavgang,"Der kan som udgangspunkt lånes stave i IFA de første par gange. Der vil hver gang være mulighed for instruktion i stavgangsteknik, ligesom der som regel er mulighed fora t vælge hold med forskellige tempi.",Tor. 28. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19907992
Møder Torsdagscafé,Torsdagscafé,"Tidl. diplomat Carsten Rasmussen, kommer og fortæller om det at være diplomat midt i en brydningstid.",Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19229074
Andet motionstilbud Knæ / hoftetræning,Knæ / hoftetræning,"Har du problemer med knæ og hofte, er dette hold noget for dig. Musklerne i benet har sammenhæng med. musklerne i hofte. På holdet arbejdes der med specifik styrketræning til disse muskler. I opstarten vil det.",Tor. 28. maj 2026,10.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19907631
Danseundervisning Let's Dance,Let's Dance,"Ved brug af skøn musik til mange forskellige dansearter, sammen med enkelte dansetrin kommer forbrændingen i vejret og kroppen fyldes med energi - samtidig med at det er sjovt og nemt at lære- Alle kan være med - unge som ældre, mænd og kvinder, hvis bare.",Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908147
Tegnefilm/Animation Super Mario Galaxy Filmen,Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Tor. 28. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19990549
Action/Drama Michael,Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Tor. 28. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19977362
Action/Drama Eleanors sandhed,Eleanors sandhed,"Det hjertevarme drama 'Eleanors sandhed' følger Eleanor Morgenstein, der efter et stort tab forlader Florida og flytter til New York for at begynde forfra.",Tor. 28. maj 2026,11.40,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19990108
Andet motionstilbud Gym Stick-----styrketræning,Gym Stick-----styrketræning,"Gymstick muliggør en effektiv træning af styrke, udholdenhed, bevægelighed og koordination. Det er muligt. at lave mange øvelser for at træne hele kroppen samt målrettet arbejde for enkelte muskelgrupper.",Tor. 28. maj 2026,12.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908015
Gymnastik/aerobic Yoga,Yoga,"Deltagerne på holdene giver udtryk for, at hele kroppen bliver arbejdet godt igennem i et roligt tempo, at de kommer ud i yderstillinger og bliver mere smidige.",Tor. 28. maj 2026,12.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19907710
Science Fiction The Mandalorian & Grogu,The Mandalorian & Grogu,"Tag med dusørjægeren Din Djarin og hans unge lærling Grogu på en ny mission i 'The Mandalorian & Grogu.'. Imperiet er faldet, men galaksen er langt fra fredelig.",Tor. 28. maj 2026,12.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19867872
Action/Drama Hjem,Hjem,"Filmen 'Hjem' tager sin begyndelse i 1991, på et tidspunkt, hvor hele Balkanregionen er i opløsning. Den 6-årige Maja sammen med sine forældre til Danmark og efterlader sine to ældre brødre derhjemme med løfte om en snarlig genforening.",Tor. 28. maj 2026,13.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989892
Thriller/Gyser Aftenvagt,Aftenvagt,"Floria (spillet af Leonie Benesch - mindst lige så fantastisk som i 'Lærerværelset') er en dedikeret sygeplejerske, der med urokkelig dedikation navigerer i det ubarmhjertige opskruet tempo på en kirurgisk afdeling på et hospital i Schweiz.",Tor. 28. maj 2026,13.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19961813
Møder Mangafællesskabet,Mangafællesskabet,Elsker du manga og anime?,Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19484580
Science Fiction Det blå spor,Det blå spor,"Tereza på 77 har boet hele sit liv i en lille by i Amazonas-junglen, da hun en dag modtager en besked fra myndighederne, der beordrer hende at flytte til en seniorboligkoloni.",Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19961168
Thriller/Gyser Backrooms,Backrooms,I den intense gyserfilm 'Backrooms' åbner en uforklarlig passage sig i kælderen under et møbelshowroom. Da psykiateren Dr.,Tor. 28. maj 2026,20.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989479
Andet motionstilbud Ungdomstræning for 5-18 årige,Ungdomstræning for 5-18 årige,"Til vores træninger er timen delt op i 3 sektioner opvarmning/træningsøvelser/bowling & leg. Vi starter med en fælles opvarmning, for at få kroppen igang og klar til træningen.",Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908478
"Andet motionstilbud, Børn Kolding Børnehøjskole",Kolding Børnehøjskole,"På Kolding Børnehøjskole tilbyder vi kurser, hvor børn kan fordybe sig og lære noget om det, som de er sammen om. Vores mål er at gøre verden større for de mindste. Vi tror på, at selv store ting kan skabes i det små, og af de små.",Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908485
"Workshop Flødebolle kursus hos Frellsen, Kolding","Flødebolle kursus hos Frellsen, Kolding",Imponér venner eller familie med dine egne flødebolle kreationer! Lær at fremstille 10 flødeboller hos Frellsen.,Tor. 28. maj 2026,16:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19741502
Komedie/Romantik Affektionsværdi,Affektionsværdi,Joachim Triers nyeste film vandt Grand Prix i Cannes og har nu slået nordisk rekord med hele 9 Oscar-nomineringer!,Tor. 28. maj 2026,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19961396
Møder Rockmusiksalon,Rockmusiksalon,"Uformelle eftermiddage, hvor man lytter til rockmusik i alle afskygninger.",Tor. 28. maj 2026,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19772971
Gospel/Kor/Fællessang Månedens sange i det fri,Månedens sange i det fri,Kom til Månedens sange i det fri.,Tor. 28. maj 2026,17.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19863184
"Andet motionstilbud, Børn U7 mix",U7 mix,En tryg og sjov start på dit barns håndboldeventyr. Medbring sko og tøj man kan bevæge sig i.,Tor. 28. maj 2026,17.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908107
"Kampsporttræning, Børn Begynderhold",Begynderhold,"Som nybegynder eller let øvet, går meget af træningen ud på at indøve de helt basale teknikker som stød, parader, spark og stillinger, samt de grundlæggende japanske termer, der bruges.",Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19907969
Møder Figurspilsklub,Figurspilsklub,"Kom forbi Kolding Biblioteks figurspilsklub. Det er gratis, og du behøver ikke tilmelde dig.",Tor. 28. maj 2026,20.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19998493
"Ketchersport, Børn Tennis 5-8 årige",Tennis 5-8 årige,Udendørstræning: 1. Maj 2022 - 16. September 2022.,Tor. 28. maj 2026,17.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908150
Komedie/Romantik The Devil Wears Prada 2,The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Tor. 28. maj 2026,17.20,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19958584
"Kampsporttræning, Børn Begynder brydning - 7 til 13 år",Begynder brydning - 7 til 13 år,"Træningen består af leg, motorik/akrobatik, koordinationsøvelser samt bryde relaterede øvelser. Her læres at slå de mest basale brydegreb, og under træning får de også mulighed for at bryde rigtigt.",Tor. 28. maj 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19907917
"Ketchersport, Børn Junior squash for alle 6-16 årige",Junior squash for alle 6-16 årige,Mangler din søn eller datter en ny sportsgren?. SÅ ER DET SQUASH! Squash er sjovt for alle aldre - squash er blandt verdens sundeste sportsgrene & squash er motion!,Tor. 28. maj 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908472
"Danseundervisning, Børn Linedance / Øvet",Linedance / Øvet,For dem der kan alle grundtrin og lyst til større udfordringer.,Tor. 28. maj 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19907959
Fodboldtræning Fodbold alle torsdage kl. 18.00,Fodbold alle torsdage kl. 18.00,"Vi er en flok gamle gutter, der spiller fodbold for sjov, vores ældste mand er 87 år -yngste 38. Vi hedder KIF Oldboys, men langt de fleste har tidligere spillet i andre klubber, flere har aldrig spillet fodbold i en klub før KIF Oldboys.",Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908239
"Andet motionstilbud, Børn Håndbold for damer",Håndbold for damer,Kræver tidligere håndbolderfaring. Fokus på det sociale og spille god håndbold. Sæsonen starter i august og kører indtil april. Sommertræning i maj og juni.,Tor. 28. maj 2026,19.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908223
Action/Drama In the Grey,In the Grey,Et hemmeligt hold af eliteagenter lever i skyggerne.,Tor. 28. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19990409
"Andet motionstilbud, Børn Realistisk selvforsvar for alle (9+ år)",Realistisk selvforsvar for alle (9+ år),Vi træner selvforsvar på mix hold tirsdage og torsdage fra kl 18:30 til 20:00 kom ned i kluben og prøv omdet er noget for dig.,Tor. 28. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19907902
"Kampsporttræning, Børn Hold 3 (13 år +)",Hold 3 (13 år +),"Vores største hold. Her er plads til både eliten, talenterne, og dem der bare gerne vil have sved på panden og lære at bryde. Teknik træningen slutte kl. 19.30 fra 19.30 til 20.00 er der Open Mat.",Tor. 28. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908456
Møder Fællesskabsaften,Fællesskabsaften,Pia Hinderfelt - livsfortælling. HUSK Tilmelding til fællesspisning til Else på tel 2649 0103 - gerne SMS - senest dagen før.,Tor. 28. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19501041
Action/Drama Franz,Franz,"Filmen skildrer det gådefulde liv for Franz Kafka, fra hans ungdom i Prag til hans død i 1924. I stedet for at være en traditionel biografi er Franz sat op som en kalejdoskopisk mosaik af drømme, breve, fragmenter fra hans fiktion og historiske episoder.",Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19936769
"Dokumentar Ilden, Vandet, Jorden, Luften","Ilden, Vandet, Jorden, Luften","Klimaforandringerne er her nu - også i Danmark og i hele Norden. Skovbrande breder sig i Sverige, havene stiger i Danmark, stormene bliver voldsommere på Færøerne, og landskabet skrider i Norge. Naturen giver os tydelige tegn.",Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19961175
Andet motionstilbud Fællesklang,Fællesklang,"Er du mellem 18 og 35 år og glad for at synge? Så er Fællesklang Kolding det rytmiske kor for dig - helt uden optagelsesprøve! Fællesklang Kolding er et kor for alle mellem 18 og 35 år, der elsker at synge alt fra pophits og gospel til Disney-klassikere.",Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19907685
Workshop Skriv løs,Skriv løs,"Skriver du, og har du lyst til at sidde sammen med andre og skrive? Så kom og vær med til Skriv løs.",Tor. 28. maj 2026,20.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19346189
Andet motionstilbud Kegler for hele familien,Kegler for hele familien,"De fleste har prøvet bowling eller set spillet. Man kan godt sammenligne at spille bowling med kegler. Forskellen på disse 2 spil er, at kuglen er mindre i kegler, og uden huller til fingrene.",Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908421
"Andet motionstilbud, Børn Håndbold for herrer",Håndbold for herrer,Fordel med tidligere håndbolderfaring. Fokus på det sociale og spille god håndbold. Sæsonen starter i august og kører indtil april. Sommertræning i maj og juni.,Tor. 28. maj 2026,19.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908392
"Andet motionstilbud, Børn Grappling and Brazilian jiu-jitsu",Grappling and Brazilian jiu-jitsu,Grappling and BJJ for all skill levels.,Tor. 28. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19907879
Show/stand up Open Mic,Open Mic,,Tor. 28. maj 2026,21:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19886391
Thriller/Gyser Obsession,Obsession,"I gyserfilmen 'Obsession' er teenageren Bear håbløst forelsket i sin barndomsven Nikki. I et desperat forsøg på at vinde hendes kærlighed får han fat i de mystiske ""One Wish Willow"" og ønsker, at Nikki vil elske ham højere end nogen anden i verden.",Tor. 28. maj 2026,21.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19990022
Musik Metalcafé #13.3,Metalcafé #13.3,"Metalcaféen er stedet, hvor metalfolket samles og dyrker deres fælles passion. Denne aften er med japansk tema. Aftenen indeholder som altid den populære Metal Quiz, en DJ der spiller alle de kendte m.",Fre. 29. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19896806
Rock/Pop Rasmus Madsen med Band // Shu-bi-dua 2.0,Rasmus Madsen med Band // Shu-bi-dua 2.0,"Oplev en uforglemmelig aften ved Slotssøen i Kolding d. 29. maj med Rasmus Madsen, der hylder Johnny Madsen, og Shu-bi-dua 2.0, som bringer de elskede hits til live i et brag af musik, nostalgi og festlig energi.",Fre. 29. maj 2026 17:00 - 22:30,17:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19196715
Gudstjeneste Gudstjeneste på Olivenhaven,Gudstjeneste på Olivenhaven,,Fre. 29. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19724956
Action/Drama Eleanors sandhed,Eleanors sandhed,"Det hjertevarme drama 'Eleanors sandhed' følger Eleanor Morgenstein, der efter et stort tab forlader Florida og flytter til New York for at begynde forfra.",Fre. 29. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19990495
Tegnefilm/Animation Super Mario Galaxy Filmen,Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Fre. 29. maj 2026,11.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989974
Komedie/Romantik Affektionsværdi,Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Fre. 29. maj 2026,12.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989730
Action/Drama Michael,Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Fre. 29. maj 2026,12.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19990542
Science Fiction The Mandalorian & Grogu,The Mandalorian & Grogu,"Tag med dusørjægeren Din Djarin og hans unge lærling Grogu på en ny mission i 'The Mandalorian & Grogu.'. Imperiet er faldet, men galaksen er langt fra fredelig.",Fre. 29. maj 2026,12.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19867972
Andet motionstilbud Kom og spil kegler hver fredag eftermiddag,Kom og spil kegler hver fredag eftermiddag,"HUSK indendørssko! Hvordan spiller man kegler?. Man starter med at indtage en ""startstilling"". Denne afhænger af hvilken teknik man bruger. Kaster man med to hænder, stiller man sig med spredte ben hen over linoleumsstykket.",Fre. 29. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19910500
Komedie/Romantik The Devil Wears Prada 2,The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Fre. 29. maj 2026,13.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19990228
Science Fiction Det blå spor,Det blå spor,"Tereza på 77 har boet hele sit liv i en lille by i Amazonas-junglen, da hun en dag modtager en besked fra myndighederne, der beordrer hende at flytte til en seniorboligkoloni.",Fre. 29. maj 2026,13.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19961336
Andre Film Japan - Denmark Film Festival 29. 31. maj 2026,Japan - Denmark Film Festival 29. 31. maj 2026,Du er ved at købe en 3 dages billet til Japan - Denmark Filmfestival 2026. Du har desuden mulighed for i købsflowet at tilkøbe aftensmad til lørdag eller søndag - eller begge dage - menuen er ekskl. drikkevarer og menuen er en overraskelse.,Fre. 29. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19809456
Familiefilm Fårbrydelsen,Fårbrydelsen,"I denne finurlige og nyskabende krimihistorie er George (Hugh Jackman) en fårehyrde, der hver aften læser detektivromaner højt for sine elskede får - overbevist om, at de umuligt kan forstå dem.",Fre. 29. maj 2026,15.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989909
"Kampsporttræning, Børn Kaizen Kidz",Kaizen Kidz,"Holdet er tilrettelagt med en blanding af karate og fysisk aktivitet og leg, således at der hele tiden er aktivitet, og at børnene får tid til at bearbejde deres indtryk.",Fre. 29. maj 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19910264
"Kampsporttræning, Børn Freestyle wrestling",Freestyle wrestling,Training for youth/senior + 15 years. The training is for beginners and advanced wrestlers of all levels.,Fre. 29. maj 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19910307
Action/Drama Franz,Franz,"Filmen skildrer det gådefulde liv for Franz Kafka, fra hans ungdom i Prag til hans død i 1924. I stedet for at være en traditionel biografi er Franz sat op som en kalejdoskopisk mosaik af drømme, breve, fragmenter fra hans fiktion og historiske episoder.",Fre. 29. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19936981
Klassisk Klassisk soiré med MGK-Syd,Klassisk soiré med MGK-Syd,Ved denne soiré kan publikum opleve talentfulde klassiske elever fra MGK Syd.,Fre. 29. maj 2026,19:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19140864
Gudstjeneste Gudstjeneste: Kolding Natkirke,Gudstjeneste: Kolding Natkirke,,Fre. 29. maj 2026,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19715468
Gudstjeneste Gudstjeneste: Kolding Natkirke i Sankt Nicolai Kirke,Gudstjeneste: Kolding Natkirke i Sankt Nicolai Kirke,Kom og oplev en særlig aften i Kolding Natkirke - et åbent og stemningsfuldt rum midt i byen.,Fre. 29. maj 2026,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19991051
Thriller/Gyser Backrooms,Backrooms,I den intense gyserfilm 'Backrooms' åbner en uforklarlig passage sig i kælderen under et møbelshowroom. Da psykiateren Dr.,Fre. 29. maj 2026,21.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19977425
Thriller/Gyser Obsession,Obsession,"I gyserfilmen 'Obsession' er teenageren Bear håbløst forelsket i sin barndomsven Nikki. I et desperat forsøg på at vinde hendes kærlighed får han fat i de mystiske ""One Wish Willow"" og ønsker, at Nikki vil elske ham højere end nogen anden i verden.",Fre. 29. maj 2026,21.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989851
Musik Lunderskov Open Air 2026,Lunderskov Open Air 2026,"Inviterer dig til at opleve musik og fællesskab i hjertet af sommeren.

  Arrangeret af Lunderskov Open Air.",Fre. 29. og lør. 30. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19117987
Ekskursion Guidet tur i Christiansfeld - Verdensarv i særklasse,Guidet tur i Christiansfeld - Verdensarv i særklasse,Velkommen til UNESCO-byen Christiansfeld - en by med en enestående historie. Tag med os på en historisk byvandring gennem de smukke gader i Christiansfeld. Vores guide fortæller dig historier om Brødremenigheden og byens historie - fra grundlæggelsen og.,Lør. 30. maj 2026 13:30 - 15:00,13:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19862176
For børn Håndbold for børn (2-5 årige),Håndbold for børn (2-5 årige),"Motorik baner, boldmassage og meget mere. Aktiviteterne gennemføres sammen med en forældre/voksen. Sørg for at børnene har noget ordentligt fodtøj og tøj de kan bevæge sig i. Sæsonen starter i august/september og slutter i april/maj.",Lør. 30. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19913143
Familiefilm Fårbrydelsen,Fårbrydelsen,"I denne finurlige og nyskabende krimihistorie er George (Hugh Jackman) en fårehyrde, der hver aften læser detektivromaner højt for sine elskede får - overbevist om, at de umuligt kan forstå dem.",Lør. 30. maj 2026,12.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19958441
"Løbetræning/jogging, Børn Løbetræning",Løbetræning,Vi løber mandag og onsdag klokken 17 samt lørdag klokken 10 fra Bøgelund (i sommerhalvåret starter den lange tur på +16km kl. 09.00). Hvor holder vi til? Bramdrup Skovvej 40. Kom i god tid - vi starter præcis.,Lør. 30. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19920261
"Andet motionstilbud, Børn Kvinder / Mandfolk på MTB",Kvinder / Mandfolk på MTB,Mountainbike for alle - Fokus på stier og fællesskab. Har du lyst til at komme ud i den friske luft på din mountainbike uden at bekymre dig om svære tekniske spor og stejle skrænter?,Lør. 30. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19943280
For børn Minikrea,Minikrea,Kreativ hygge for børnefamilier.,Lør. 30. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19956822
Science Fiction The Mandalorian & Grogu,The Mandalorian & Grogu,"Tag med dusørjægeren Din Djarin og hans unge lærling Grogu på en ny mission i 'The Mandalorian & Grogu.'. Imperiet er faldet, men galaksen er langt fra fredelig.",Lør. 30. maj 2026,12.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19867799
Marked/byfest Cosplay event med Kaho Shibuya,Cosplay event med Kaho Shibuya,Cosplay event i Kolding med japansk cosplayer Kaho Shibuya.,Lør. 30. maj 2026,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19874529
Komedie/Romantik Affektionsværdi,Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Lør. 30. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989800
Tegnefilm/Animation Super Mario Galaxy Filmen,Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Lør. 30. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19990190
"Workshop Flødebolle kursus hos Frellsen, Kolding","Flødebolle kursus hos Frellsen, Kolding",Imponér venner eller familie med dine egne flødebolle kreationer! Lær at fremstille 10 flødeboller hos Frellsen.,Lør. 30. maj 2026,11:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19741508
Foredrag Forårets temasmagning - Slovenien,Forårets temasmagning - Slovenien,,Lør. 30. maj 2026,11:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19653338
Action/Drama Michael,Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Lør. 30. maj 2026,12.20,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989515
Dokumentar Billie Eilish - Hit Me Hard and Soft: The Tour,Billie Eilish - Hit Me Hard and Soft: The Tour,Optaget under hendes udsolgte verdensturné bringer Billie Eilish - HIT ME HARD AND SOFT: THE TOUR (LIVE IN 3D) en nyskabende koncertoplevelse til det store lærred fra en af sin generations mest anerkendte og succesfulde kunstnere.,Lør. 30. maj 2026,13.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989650
