Title,Description,Date,Time
Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Ons. 27. maj 2026,11.30
Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Ons. 27. maj 2026,11.30
Fårbrydelsen,"I denne finurlige og nyskabende krimihistorie er George (Hugh Jackman) en fårehyrde, der hver aften læser detektivromaner højt for sine elskede får - overbevist om, at de umuligt kan forstå dem.",Ons. 27. maj 2026,See description
Eleanors sandhed,"Det hjertevarme drama 'Eleanors sandhed' følger Eleanor Morgenstein, der efter et stort tab forlader Florida og flytter til New York for at begynde forfra.",Ons. 27. maj 2026,13.40
The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Ons. 27. maj 2026,12.30
Kom og spil kegler (For alle niveauer - 55+ år),"HUSK indendørssko! Hvordan spiller man kegler?. Man starter med at indtage en ""startstilling"". Denne afhænger af hvilken teknik man bruger. Kaster man med to hænder, stiller man sig med spredte ben hen over linoleumsstykket.",Ons. 27. maj 2026,See description
Hjem,"Filmen tager sin begyndelse i 1991, på et tidspunkt, hvor hele Balkanregionen er i opløsning.",Ons. 27. maj 2026,See description
Bueskydning,Vi skyder med bue og pile mod en skive. Det kræver stor koncentration når man skyder. Man kommer til hallen (hal 2 i Pulzion) og bliver mødt af en der tager sig af dig. Du vil blive introduceret for alle så i ved hvem i er.,Ons. 27. maj 2026,14.20
Rundvisning - Harteværket,"Oplev historien for opførelsen af Danmarks første vandkraftværk, som blev indviet i 1920. En utrolig spændende historie, som også i fremtiden vil have en vigtig rolle for Kolding i forbindelse med de klimatilpasninger, som er forberedt på Harteværket.",Ons. 27. maj 2026,See description
Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Ons. 27. maj 2026,See description
Tennistræning for juniorer mellem 7 og 17 år,"Gå til tennis hos KIF Tennis og få gratis træning. Nu starter vi igen hold for juniorer - et for 7-11 årige og et for 12-15 årige. Vi har et super godt trænerteam, og et godt fællesskab.",Ons. 27. maj 2026,See description
Aphaca - Brug for hinanden,"Er et nærværende og intimt portræt af fire drenge, der tager hele Danmark med storm. En film fyldt med håb og drømme midt i en larmende verden, hvor vi har brug for hinanden. En film om Aphaca.",Ons. 27. maj 2026,16.30
Linedance/ Absolut Begynder,For dem der aldrig har prøvet før.,Ons. 27. maj 2026,17.55
Løbetræning,"Vi løber mandag og onsdag klokken 17 samt lørdag klokken 10 fra Bøgelund, Bramdrup. Skovvej 40. Kom i god tid - vi starter præcis. Du kan deltage 3-4 gange før du melder dig ind i klubben. Lavt kontingent - 300 kroner for et kalenderår.",Ons. 27. maj 2026,18.30
Hockey for voksne med særlige behov,"Til hockey er der plads til alle uanset niveau. Efter en god opvarmning, træner vi med hockeystave og puck, hvor vi øver i at skyde til hinanden samt at skyde på mål. Hvis du ikke har prøvet at spille hockey før, skal du nok blive sat ind i reglerne.",Ons. 27. maj 2026,See description
Pizza - Fra mel til mesterværk,"Lær hvordan du laver en rigtig pizza - bagt i en italiensk Effeuno ovn.

  Arrangeret af FOF Sydjylland.",Ons. 27. maj 2026,19.45
Brætspilsklubben,"Elsker du brætspil, og mangler du et hyggeligt fællesskab at spille sammen med?",Ons. 27. maj 2026,20.30
Voksenfritteren,"Er et fællesskab for voksne, der elsker at hygge og være kreative sammen.",Ons. 27. maj 2026,See description
Linoleumstryk// Linocut workshop Free for youth,"Join Et Fælles Frirum for an evening of lino printing, creativity, and reflection.",Ons. 27. maj 2026,17:00
In the Grey,Et hemmeligt hold af eliteagenter lever i skyggerne.,Ons. 27. maj 2026,17.30
Motionsmix,Sjov motionsgymnastik for både damer og herrer. Alle kan deltage uanset alder og skavanker.,Ons. 27. maj 2026,See description
Linedance / Begynder,For dem der kender lidt til grundtrin.,Ons. 27. maj 2026,18.05
Karate unge (13+) og voksne,"Hvad er karate?. Karate er først og fremmest selvforsvar! Når vi træner, så passer vi godt på hinanden. Men når man først er lidt øvet, så går vi tæt på hinanden - og man kan godt få et blåt mærke med hjem.",Ons. 27. maj 2026,18.30
Krolf for alle - aften,"Til træning der spiller vi 2-3 runder, vi har i alt 4 forskellige baner man kan komme og prøve. Det man får ud af det er: at møde nye mennesker, hyggeligt socialt samvær, venskaber for alle aldersgrupper. Man skal huske varmt tøj til tider.",Ons. 27. maj 2026,18.30
Fantasia N,'Fantasia' var - og er måske stadig - Disney-studiernes mest ambitiøse værk i spillefilmslængde. Den voksede ud af en lille animeret billedfortælling på otte minutter med Mickey Mouse i rollen som 'Troldmandens lærling'.,Ons. 27. maj 2026,See description
Kolding - Relax and in Joy - når balance bliver til nærvær og livsglæde,Relax and in Joy - når balance bliver til nærvær og livsglæde. Alt i livet handler om balance. Balance mellem selvudvikling og integration. Mellem indsigt og ro. Mellem at gøre - og bare at være.,Ons. 27. maj 2026,21.30
Rytmisk sommerkoncert på Godset,"Musik gør noget ved os. Den kan samle os, løfte os, udfordre os og give ro. Den taler til både krop, hjerne og følelser - og i musikken er der plads til både grin, eftertanke og store øjeblikke.",Ons. 27. maj 2026,19:00
Linedance / Letøvet,For dem der kender alle grundtrin og har lyst til større udfordringer.,Ons. 27. maj 2026,20.10
Mortal Kombat II,"De populære fanfavoritter - nu med selveste Johnny Cage på holdet - står over for hinanden i det ultimative opgør for at nedkæmpe Shao Kahns mørke herredømme, der truer selve Jordrigets eksistens og dets beskyttere.",Ons. 27. maj 2026,21.10
Obsession,"I gyserfilmen 'Obsession' er teenageren Bear håbløst forelsket i sin barndomsven Nikki. I et desperat forsøg på at vinde hendes kærlighed får han fat i de mystiske ""One Wish Willow"" og ønsker, at Nikki vil elske ham højere end nogen anden i verden.",Ons. 27. maj 2026,21.10
Arkæologisk foredrag: Udgravningerne omkring Klostergade og Munkegade i Kolding,"Peter Kahr Jørgensen, arkæolog ved Museum Sønderjylland, vil præsentere de foreløbige resultater af de arkæologiske fund gjort i Klostergade og Munkegade i Kolding de senere år,.",Tor. 28. maj 2026 19:00 - 20:30,19:00
Vinsmagning - Glasset & Gaflen,"Denne torsdag byder på vores populære smagning Glasset & Gaflen, hvor du skal nyde 5 glas og 5 serveringer. Denne gang med Italiensk tema, da vi har besøg af Morten fra ""Made By Mama"", der pt. er aktuel i Masterchef.",Tor. 28. maj 2026 19:00-21.30,19:00
Motionsgymnastik,"Har du lyst til at få rørt hele kroppen og få sved på panden, så er disse timer noget for dig. En gymnastiktime med højt humør og dejlig inspirerende musik. Men pas på, - du bliver hurtig afhængig !!!",Tor. 28. maj 2026,See description
Styrke/ryg træning,"Her styrkes alle kroppens muskler, så ryggen kan klare hverdagen. Husk måtte.",Tor. 28. maj 2026,09.30
Krolfspil for senior,"Krolf er et rigtig hyggelig spil, hvor alle kan deltage. Det er en blanding af golf og kroket. Praktisk påklædning efter vejret, gerne kraftige sko eller i regnvejr gummistøvler.",Tor. 28. maj 2026,09.30
Vandreture,"Ture ud i naturen i omegnen af Kolding med fokus på fællesskab, socialt samvær, motion og gode historier. Der er altid en pause, hvor den medbragte kaffe nydes.",Tor. 28. maj 2026,09.30
Torsdagscafé,"Tidl. diplomat Carsten Rasmussen, kommer og fortæller om det at være diplomat midt i en brydningstid.",Tor. 28. maj 2026,See description
Knæ / hoftetræning,"Har du problemer med knæ og hofte, er dette hold noget for dig. Musklerne i benet har sammenhæng med. musklerne i hofte. På holdet arbejdes der med specifik styrketræning til disse muskler. I opstarten vil det.",Tor. 28. maj 2026,10.15
Let's Dance,"Ved brug af skøn musik til mange forskellige dansearter, sammen med enkelte dansetrin kommer forbrændingen i vejret og kroppen fyldes med energi - samtidig med at det er sjovt og nemt at lære- Alle kan være med - unge som ældre, mænd og kvinder, hvis bare.",Tor. 28. maj 2026,See description
Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Tor. 28. maj 2026,11.30
Eleanors sandhed,"Det hjertevarme drama 'Eleanors sandhed' følger Eleanor Morgenstein, der efter et stort tab forlader Florida og flytter til New York for at begynde forfra.",Tor. 28. maj 2026,11.40
Gym Stick-----styrketræning,"Gymstick muliggør en effektiv træning af styrke, udholdenhed, bevægelighed og koordination. Det er muligt. at lave mange øvelser for at træne hele kroppen samt målrettet arbejde for enkelte muskelgrupper.",Tor. 28. maj 2026,12.15
Yoga,"Deltagerne på holdene giver udtryk for, at hele kroppen bliver arbejdet godt igennem i et roligt tempo, at de kommer ud i yderstillinger og bliver mere smidige.",Tor. 28. maj 2026,12.15
The Mandalorian & Grogu,"Tag med dusørjægeren Din Djarin og hans unge lærling Grogu på en ny mission i 'The Mandalorian & Grogu.'. Imperiet er faldet, men galaksen er langt fra fredelig.",Tor. 28. maj 2026,12.30
Aftenvagt,"Floria (spillet af Leonie Benesch - mindst lige så fantastisk som i 'Lærerværelset') er en dedikeret sygeplejerske, der med urokkelig dedikation navigerer i det ubarmhjertige opskruet tempo på en kirurgisk afdeling på et hospital i Schweiz.",Tor. 28. maj 2026,13.30
Mangafællesskabet,Elsker du manga og anime?,Tor. 28. maj 2026,See description
Det blå spor,"Tereza på 77 har boet hele sit liv i en lille by i Amazonas-junglen, da hun en dag modtager en besked fra myndighederne, der beordrer hende at flytte til en seniorboligkoloni.",Tor. 28. maj 2026,See description
Kolding Børnehøjskole,"På Kolding Børnehøjskole tilbyder vi kurser, hvor børn kan fordybe sig og lære noget om det, som de er sammen om. Vores mål er at gøre verden større for de mindste. Vi tror på, at selv store ting kan skabes i det små, og af de små.",Tor. 28. maj 2026,See description
"Flødebolle kursus hos Frellsen, Kolding",Imponér venner eller familie med dine egne flødebolle kreationer! Lær at fremstille 10 flødeboller hos Frellsen.,Tor. 28. maj 2026,16:00
Affektionsværdi,Joachim Triers nyeste film vandt Grand Prix i Cannes og har nu slået nordisk rekord med hele 9 Oscar-nomineringer!,Tor. 28. maj 2026,16.30
Rockmusiksalon,"Uformelle eftermiddage, hvor man lytter til rockmusik i alle afskygninger.",Tor. 28. maj 2026,16.30
Månedens sange i det fri,Kom til Månedens sange i det fri.,Tor. 28. maj 2026,17.45
U7 mix,En tryg og sjov start på dit barns håndboldeventyr. Medbring sko og tøj man kan bevæge sig i.,Tor. 28. maj 2026,17.45
Begynderhold,"Som nybegynder eller let øvet, går meget af træningen ud på at indøve de helt basale teknikker som stød, parader, spark og stillinger, samt de grundlæggende japanske termer, der bruges.",Tor. 28. maj 2026,See description
Bæredygtig Bogklub med film i Nicolai Biograf,Har du lyst til at mødes med andre og diskutere bæredygtig litteratur?,Tor. 28. maj 2026,20.30
Tennis 5-8 årige,Udendørstræning: 1. Maj 2022 - 16. September 2022.,Tor. 28. maj 2026,17.15
The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Tor. 28. maj 2026,17.20
Begynder brydning - 7 til 13 år,"Træningen består af leg, motorik/akrobatik, koordinationsøvelser samt bryde relaterede øvelser. Her læres at slå de mest basale brydegreb, og under træning får de også mulighed for at bryde rigtigt.",Tor. 28. maj 2026,17.30
Junior squash for alle 6-16 årige,Mangler din søn eller datter en ny sportsgren?. SÅ ER DET SQUASH! Squash er sjovt for alle aldre - squash er blandt verdens sundeste sportsgrene & squash er motion!,Tor. 28. maj 2026,17.30
Fodbold alle torsdage kl. 18.00,"Vi er en flok gamle gutter, der spiller fodbold for sjov, vores ældste mand er 87 år -yngste 38. Vi hedder KIF Oldboys, men langt de fleste har tidligere spillet i andre klubber, flere har aldrig spillet fodbold i en klub før KIF Oldboys.",Tor. 28. maj 2026,See description
Håndbold for damer,Kræver tidligere håndbolderfaring. Fokus på det sociale og spille god håndbold. Sæsonen starter i august og kører indtil april. Sommertræning i maj og juni.,Tor. 28. maj 2026,19.45
Realistisk selvforsvar for alle (9+ år),Vi træner selvforsvar på mix hold tirsdage og torsdage fra kl 18:30 til 20:00 kom ned i kluben og prøv omdet er noget for dig.,Tor. 28. maj 2026,18.30
Hold 3 (13 år +),"Vores største hold. Her er plads til både eliten, talenterne, og dem der bare gerne vil have sved på panden og lære at bryde. Teknik træningen slutte kl. 19.30 fra 19.30 til 20.00 er der Open Mat.",Tor. 28. maj 2026,18.30
Fællesskabsaften,Pia Hinderfelt - livsfortælling. HUSK Tilmelding til fællesspisning til Else på tel 2649 0103 - gerne SMS - senest dagen før.,Tor. 28. maj 2026,18.30
Fodboldkamp A-Liga Mesterskabsspil - Kolding IF mod Fortuna Hjørring,,Tor. 28. maj 2026,See description
Franz,"Filmen skildrer det gådefulde liv for Franz Kafka, fra hans ungdom i Prag til hans død i 1924. I stedet for at være en traditionel biografi er Franz sat op som en kalejdoskopisk mosaik af drømme, breve, fragmenter fra hans fiktion og historiske episoder.",Tor. 28. maj 2026,See description
"Ilden, Vandet, Jorden, Luften","Klimaforandringerne er her nu - også i Danmark og i hele Norden. Skovbrande breder sig i Sverige, havene stiger i Danmark, stormene bliver voldsommere på Færøerne, og landskabet skrider i Norge. Naturen giver os tydelige tegn.",Tor. 28. maj 2026,See description
Fællesklang,"Er du mellem 18 og 35 år og glad for at synge? Så er Fællesklang Kolding det rytmiske kor for dig - helt uden optagelsesprøve! Fællesklang Kolding er et kor for alle mellem 18 og 35 år, der elsker at synge alt fra pophits og gospel til Disney-klassikere.",Tor. 28. maj 2026,See description
Skriv løs,"Skriver du, og har du lyst til at sidde sammen med andre og skrive? Så kom og vær med til Skriv løs.",Tor. 28. maj 2026,20.45
Kegler for hele familien,"De fleste har prøvet bowling eller set spillet. Man kan godt sammenligne at spille bowling med kegler. Forskellen på disse 2 spil er, at kuglen er mindre i kegler, og uden huller til fingrene.",Tor. 28. maj 2026,See description
Grappling and Brazilian jiu-jitsu,Grappling and BJJ for all skill levels.,Tor. 28. maj 2026,See description
Open Mic,,Tor. 28. maj 2026,21:00
Metalcafé #13.3,"Metalcaféen er stedet, hvor metalfolket samles og dyrker deres fælles passion. Denne aften er med japansk tema. Aftenen indeholder som altid den populære Metal Quiz, en DJ der spiller alle de kendte m.",Fre. 29. maj 2026,See description
Rasmus Madsen med Band // Shu-bi-dua 2.0,"Oplev en uforglemmelig aften ved Slotssøen i Kolding d. 29. maj med Rasmus Madsen, der hylder Johnny Madsen, og Shu-bi-dua 2.0, som bringer de elskede hits til live i et brag af musik, nostalgi og festlig energi.",Fre. 29. maj 2026 17:00 - 22:30,17:00
Sang og spjæt med dagplejerne,"Sang og Spjæt er 30 minutters musik og sang for de mindste og foregår i Vonsild Kirke Alle dagplejere, vuggestuer og hjemmepassere i Vonsild er velkomne til at deltage.",Fre. 29. maj 2026,09.30
Gudstjeneste på Olivenhaven,,Fre. 29. maj 2026,10.30
Eleanors sandhed,"Det hjertevarme drama 'Eleanors sandhed' følger Eleanor Morgenstein, der efter et stort tab forlader Florida og flytter til New York for at begynde forfra.",Fre. 29. maj 2026,11.30
Hjem,"Filmen tager sin begyndelse i 1991, på et tidspunkt, hvor hele Balkanregionen er i opløsning.",Fre. 29. maj 2026,11.45
The Mandalorian & Grogu,"Tag med dusørjægeren Din Djarin og hans unge lærling Grogu på en ny mission i 'The Mandalorian & Grogu.'. Imperiet er faldet, men galaksen er langt fra fredelig.",Fre. 29. maj 2026,12.30
Kom og spil kegler hver fredag eftermiddag,"HUSK indendørssko! Hvordan spiller man kegler?. Man starter med at indtage en ""startstilling"". Denne afhænger af hvilken teknik man bruger. Kaster man med to hænder, stiller man sig med spredte ben hen over linoleumsstykket.",Fre. 29. maj 2026,See description
Det blå spor,"Tereza på 77 har boet hele sit liv i en lille by i Amazonas-junglen, da hun en dag modtager en besked fra myndighederne, der beordrer hende at flytte til en seniorboligkoloni.",Fre. 29. maj 2026,13.30
Japan - Denmark Film Festival 29. 31. maj 2026,Du er ved at købe en 3 dages billet til Japan - Denmark Filmfestival 2026. Du har desuden mulighed for i købsflowet at tilkøbe aftensmad til lørdag eller søndag - eller begge dage - menuen er ekskl. drikkevarer og menuen er en overraskelse.,Fre. 29. maj 2026,See description
Kaizen Kidz,"Holdet er tilrettelagt med en blanding af karate og fysisk aktivitet og leg, således at der hele tiden er aktivitet, og at børnene får tid til at bearbejde deres indtryk.",Fre. 29. maj 2026,17.30
"Flødebolle kursus hos Frellsen, Kolding",Imponér venner eller familie med dine egne flødebolle kreationer! Lær at fremstille 10 flødeboller hos Frellsen.,Fre. 29. maj 2026,16:00
The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Fre. 29. maj 2026,17.15
Freestyle wrestling,Training for youth/senior + 15 years. The training is for beginners and advanced wrestlers of all levels.,Fre. 29. maj 2026,17.30
Franz,"Filmen skildrer det gådefulde liv for Franz Kafka, fra hans ungdom i Prag til hans død i 1924. I stedet for at være en traditionel biografi er Franz sat op som en kalejdoskopisk mosaik af drømme, breve, fragmenter fra hans fiktion og historiske episoder.",Fre. 29. maj 2026,See description
Klassisk soiré med MGK-Syd,Ved denne soiré kan publikum opleve talentfulde klassiske elever fra MGK Syd.,Fre. 29. maj 2026,19:00
Affektionsværdi,Joachim Triers nyeste film vandt Grand Prix i Cannes og har nu slået nordisk rekord med hele 9 Oscar-nomineringer!,Fre. 29. maj 2026,19.30
Gudstjeneste: Kolding Natkirke,,Fre. 29. maj 2026,19.30
Backrooms,I den intense gyserfilm 'Backrooms' åbner en uforklarlig passage sig i kælderen under et møbelshowroom. Da psykiateren Dr.,Fre. 29. maj 2026,21.15
Lunderskov Open Air 2026,"Inviterer dig til at opleve musik og fællesskab i hjertet af sommeren.

  Arrangeret af Lunderskov Open Air.",Fre. 29. og lør. 30. maj 2026,See description
Trådens Smag,"Oplev en sanselig aften, hvor smag, farver og kunsthåndværk væves sammen. Skab dit eget kulinariske mesterværk inspireret af tre billedvævninger fra udstillingen ""Vævede mesterværker"".",Lør. 30. maj 2026 17:00-20:00,17:00
Sommeraften i Slotssøbadet - forkælelse for krop & sjæl,"Glæd dig til en stemningsfuld sommeraften i Slotssøbadet, hvor velvære, bevægelse og lækker mad går hånd i hånd.",Lør. 30. maj 2026 18:00 - 23:00,18:00
Håndbold for børn (2-5 årige),"Motorik baner, boldmassage og meget mere. Aktiviteterne gennemføres sammen med en forældre/voksen. Sørg for at børnene har noget ordentligt fodtøj og tøj de kan bevæge sig i. Sæsonen starter i august/september og slutter i april/maj.",Lør. 30. maj 2026,See description
Fårbrydelsen,"I denne finurlige og nyskabende krimihistorie er George (Hugh Jackman) en fårehyrde, der hver aften læser detektivromaner højt for sine elskede får - overbevist om, at de umuligt kan forstå dem.",Lør. 30. maj 2026,12.45
Løbetræning,Vi løber mandag og onsdag klokken 17 samt lørdag klokken 10 fra Bøgelund (i sommerhalvåret starter den lange tur på +16km kl. 09.00). Hvor holder vi til? Bramdrup Skovvej 40. Kom i god tid - vi starter præcis.,Lør. 30. maj 2026,See description
Kvinder / Mandfolk på MTB,Mountainbike for alle - Fokus på stier og fællesskab. Har du lyst til at komme ud i den friske luft på din mountainbike uden at bekymre dig om svære tekniske spor og stejle skrænter?,Lør. 30. maj 2026,See description
Minikrea,Kreativ hygge for børnefamilier.,Lør. 30. maj 2026,See description
The Mandalorian & Grogu,"Tag med dusørjægeren Din Djarin og hans unge lærling Grogu på en ny mission i 'The Mandalorian & Grogu.'. Imperiet er faldet, men galaksen er langt fra fredelig.",Lør. 30. maj 2026,12.30
Cosplay event med Kaho Shibuya,Cosplay event i Kolding med japansk cosplayer Kaho Shibuya.,Lør. 30. maj 2026,10:00
Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Lør. 30. maj 2026,10.30
"Flødebolle kursus hos Frellsen, Kolding",Imponér venner eller familie med dine egne flødebolle kreationer! Lær at fremstille 10 flødeboller hos Frellsen.,Lør. 30. maj 2026,11:00
Forårets temasmagning - Slovenien,,Lør. 30. maj 2026,11:30
Affektionsværdi,Joachim Triers nyeste film vandt Grand Prix i Cannes og har nu slået nordisk rekord med hele 9 Oscar-nomineringer!,Lør. 30. maj 2026,13.30
Giro d'Italia watch party &Beer Battle,"Vi sparker tingene i gang med en ølkamp mellem Alexander fra Stepping Stone og Henrik fra BeerShoppen. Alex præsenterer 4 danske øl, og Henrik 4 udenlandske - og det er op til dig at bestemme, hvem der rider med sejren!",Lør. 30. maj 2026,14:00
Rundvisning - Harteværket,"Oplev historien for opførelsen af Danmarks første vandkraftværk, som blev indviet i 1920. En utrolig spændende historie, som også i fremtiden vil have en vigtig rolle for Kolding i forbindelse med de klimatilpasninger, som er forberedt på Harteværket.",Lør. 30. maj 2026,See description
3v3 LIGA - Fodboldturnering 13-15 år på Aalykkeskolen,"Den 30. maj afvikler foreningen Eow! en 3v3 skolegårdsfodbold turnering for unge i alderen 13-15 år. Det er gratis at tilmelde sig og der gives præmier til 1., 2. og 3. plads. Turneringen er en del af et forløb foreningen årligt laver, som hedder KOM UD!

  Arrangeret af Eow!.",Lør. 30. maj 2026,See description
Harry Potter og dødsregalierne - del 2,,Lør. 30. maj 2026,15.15
Det blå spor,"Tereza på 77 har boet hele sit liv i en lille by i Amazonas-junglen, da hun en dag modtager en besked fra myndighederne, der beordrer hende at flytte til en seniorboligkoloni.",Lør. 30. maj 2026,See description
Champions League Finalen 2026,,Lør. 30. maj 2026,18:00
Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Lør. 30. maj 2026,18.15
Eleanors sandhed,"Eleanor Morgenstein har altid været engageret i og forbundet til de mennesker, der er omkring hende.",Lør. 30. maj 2026,19.30
Elevation U2 Tribute,"Gør dig klar til en aften fyldt med ikoniske hits, fællesskab og ren koncertenergi, når Elevation - U2 Tribute indtager scenen i EWII House lørdag den 30. maj kl. 20.00.

  Arrangeret af Musicbooking.dk.",Lør. 30. maj 2026,20:00
Backrooms,I den intense gyserfilm 'Backrooms' åbner en uforklarlig passage sig i kælderen under et møbelshowroom. Da psykiateren Dr.,Lør. 30. maj 2026,20.30
The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Lør. 30. maj 2026,21.15
Plantemarked 2026,Plantemarkedet er Geografisk Haves største event - og en tilbagevendende og elsket begivenhed for alle haveentusiaster.,Lør. 30. og søn. 31. maj 2026 10:00-17:00,10:00
Åbent værksted: Vævede mesterværker,"Hvordan bevares skrøbelige tekstiler for fremtiden? Den 30. 31. maj kan du møde Den Kongelige Samlings konservatorer på Koldinghus og få indblik i et håndværk, der normalt foregår bag lukkede døre.",Lør. 30. og søn. 31. maj 2026 11:00-14:30,11:00
Parkinson Padel Open 2026,"Når mennesker mødes gennem sport, sker der noget særligt. Parkinson Padel Open 2026 samler mennesker med Parkinson fra England, Sverige, Norge, Belgien, USA og Danmark, til en weekend fyldt med bevægelse, fællesskab og livsglæde i Kolding.",Lør. 30. og søn. 31. maj 2026,10:00
Yoga under åben himmel 2026,Bevæg dig for livet inviterer traditionen tro til Yoga under åben himmel - Ganske gratis!,Søn. 31. maj 2026 09.30-10.30,09.30
Fidus og Fællesskab - reparations cafe på Eltang Skole,"Et grønt mødested for børn og voksne. I Fidus & Fællesskab samles vi på tværs af generationer for at give tingene længere liv - og hinanden mere tid. Vi reparerer, upcycler, nørkler og skaber nyt af det, vi allerede har.",Søn. 31. maj 2026 13:00-16:00,13:00
Guidet tur i Christiansfeld - Verdensarv i særklasse,Velkommen til UNESCO-byen Christiansfeld - en by med en enestående historie. Tag med os på en historisk byvandring gennem de smukke gader i Christiansfeld. Vores guide fortæller dig historier om Brødremenigheden og byens historie - fra grundlæggelsen og.,Søn. 31. maj 2026 13:30 - 15:00,13:30
Sommerkoncert med koret N³ - No Name Needed,Koret N³ - No Name Needed er klar til at give jer en fantastisk aften i musikkens tegn! Koret synger sommeren ind på Godset i Kolding. Vi synger alt lige fra gospel til Disney. https://www.facebook.com/share/1Fp753yC9v/?mibextid=wwXIfr Vi ses!,Søn. 31. maj 2026 19:30 - 21:00,19:30
Gudstjeneste: Trinitatis søndag,,Søn. 31. maj 2026,See description
Gudstjeneste i Vamdrup Kirke,,Søn. 31. maj 2026,See description
Gudstjeneste v. Elli Foldager,,Søn. 31. maj 2026,See description
Fodbold alle søndage kl. 9.00,"Vi er en flok gamle gutter, der spiller fodbold for sjov, vores ældste mand er 87 år -yngste 38. Vi hedder KIF Oldboys, men langt de fleste har tidligere spillet i andre klubber, flere har aldrig spillet fodbold i en klub før KIF Oldboys.",Søn. 31. maj 2026,See description
Gratis squash,"Kom og prøv squash i Kolding KFUM Squash - helt uforpligtende! Har du lyst til at prøve kræfter med squash - alene eller sammen med andre?. Så kig forbi Kolding KFUM Squash hver søndag kl. 10:00-11:30 og prøv en sjov, svedig og social sport!",Søn. 31. maj 2026,See description
The Mandalorian & Grogu,"Tag med dusørjægeren Din Djarin og hans unge lærling Grogu på en ny mission i 'The Mandalorian & Grogu.'. Imperiet er faldet, men galaksen er langt fra fredelig.",Søn. 31. maj 2026,12.30
Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Søn. 31. maj 2026,10.15
Gudstjeneste ved Peter Noer,Neil Tye prædiker. Efterfølgende frokost og foredrag.,Søn. 31. maj 2026,10.30
Gudstjeneste,,Søn. 31. maj 2026,10.30
Hjem,"Filmen tager sin begyndelse i 1991, på et tidspunkt, hvor hele Balkanregionen er i opløsning.",Søn. 31. maj 2026,10.30
Gudstjeneste 10.30,V/Ole Pihl.,Søn. 31. maj 2026,10.30
Gudstjeneste - Dåbsbefalingen,,Søn. 31. maj 2026,10.30
Gudstjeneste i Hjarup Kirke,,Søn. 31. maj 2026,10.30
Højmesse ved Kristina Nilsson,,Søn. 31. maj 2026,10.30
Missionssøndags-Gudstjeneste v/ Stephan Wung-Sung de Fønss,"Mia Schmidt-Mikkelsen, præst i Ung K i Århus, holder prædiken. Efterfølgende bydes der på en sandwich i kirkens lokaler, mens Mia holder et indlæg, og der debatteres.",Søn. 31. maj 2026,10.30
Gudstjeneste Seest ASA+MB Konfirmationsindskrivning,Friluftsgudstjeneste ved Anna-Sofie Arendt og Michael Berghof. Konfirmandindskrivning.,Søn. 31. maj 2026,10.30
Gudstjeneste - Missionssøndag,"Trinitatis søndag Matt 28,16-20 v/ sognepræst Fríða M. Thomsen Missionssøndag i Harte Sogn - alle er velkomne!",Søn. 31. maj 2026,10.30
Tyrstrup gospelgudstjeneste,Gudstjeneste v/Annette Wiuf Christensen. Denne dag medvirker Christiansfeld Gospelkor.,Søn. 31. maj 2026,10.30
Højmesse ved Henriette Bacher Lind,,Søn. 31. maj 2026,10.30
Gudstjeneste i Kristkirken ved Jes Nedergaard Espersen,,Søn. 31. maj 2026,10.30
Gudstjeneste Ødis,,Søn. 31. maj 2026,10.30
